name,type,url,recommended_style,tech_tags
500 Data structures and algorithms interview questions and their solutions in C++,Book,https://www.quora.com/q/techiedelight/500-Data-Structures-and-Algorithms-interview-questions-and-their-solutions,Reading/Writing,"Data Structure and Algorithm, DSA"
"Intro to Data Structures and Algorithms by Brynn Claypoole, Horatio Thomas",Online Course,https://www.udacity.com/course/data-structures-and-algorithms-in-python--ud513,"Visual,Auditory,Kinesthetic,Reading/Writing","Data Structure and Algorithm, DSA"
Cornell's Data Structures and Functional Programming,Online Course,http://www.cs.cornell.edu/courses/cs3110/2015fa/,"Visual,Auditory,Kinesthetic,Reading/Writing","Data Structure and Algorithm, DSA"
Algorithms and Data Structures Cheatsheet,Book,https://algs4.cs.princeton.edu/cheatsheet/,Reading/Writing,"Data Structure and Algorithm, DSA"
"Database Explorations by C.J. Date, Hugh Darwen",Book,http://www.dcs.warwick.ac.uk/~hugh/TTM/Database-Explorations-revision-2.pdf,Reading/Writing,"Database, Beginner"
Database Fundamentals by Neeraj Sharma et al.,Book,http://public.dhe.ibm.com/software/dw/db2/express-c/wiki/Database_fundamentals.pdf,Reading/Writing,"Database, Beginner"
Database Systems,Online Course,http://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-830-database-systems-fall-2010/,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner"
MySQL Cheatsheet by Database Star,Book,https://s3-us-west-2.amazonaws.com/dbshostedfiles/dbs/sql_cheat_sheet_mysql.pdf,Reading/Writing,"Database, Beginner, MySQL"
PostgreSQL Cheatsheet by Database Star,Book,https://s3-us-west-2.amazonaws.com/dbshostedfiles/dbs/sql_cheat_sheet_pgsql.pdf,Reading/Writing,"Database, Beginner, PostgreSQL"
Database Management System by Malla Reddy College of Engineering and Technology,Book,https://mrcet.com/downloads/digital_notes/ECE/III%20Year/DATABASE%20MANAGEMENT%20SYSTEMS.pdf,Reading/Writing,"Database, Beginner"
Database Design Succinctly by Joseph D. Booth,Book,https://www.syncfusion.com/succinctly-free-ebooks/database-design-succinctly,Reading/Writing,"Database, Beginner"
"Database Design – 2nd Edition by Adrienne Watt, Nelson Eng @ BCcampus Open Pressbooks",Book,https://opentextbc.ca/dbdesign01/,Reading/Writing,"Database, Beginner"
Database Management Systems eBooks For All Edition,Book,http://www.lincoste.com/ebooks/english/pdf/computers/database_management_systems.pdf,Reading/Writing,"Database, Beginner"
"Database Management Systems Solutions Manual Third Edition by Raghu Ramakrishnan, Johannes Gehrke, Jeff Derstadt, Scott Selikof, and Lin Zhu",Book,https://pages.cs.wisc.edu/~dbbook/openAccess/thirdEdition/solutions/ans3ed-oddonly.pdf,Reading/Writing,"Database, Beginner"
CMU Intro to Database Systems by CMU Database Group,Video,https://youtube.com/playlist?list=PLSE8ODhjZXjaKScG3l0nuOiDTTqpfnWFf,Visual,"Database, Beginner"
"Databases, Types, and The Relational Model: The Third Manifesto by C.J. Date, Hugh Darwen",Book,http://www.dcs.warwick.ac.uk/~hugh/TTM/DTATRM.pdf,Reading/Writing,"Database, Beginner"
"Database Systems - Cornell University Course (SQL, NoSQL, Large-Scale Data Analysis) by Professor Immanuel Trummer, freeCodeCamp.org",Video,https://www.youtube.com/watch?v=4cWkVbC2bNE,Visual,"Database, Beginner"
Graph Databases,Book,http://graphdatabases.com/,Reading/Writing,"Database, Beginner"
NoSQL Databases by Christof Strauch,Book,http://www.christof-strauch.de/nosqldbs.pdf,Reading/Writing,"Database, Beginner, NoSQL"
"Graph Databases For Dummies by Dr. Jim Webber, Rik Van Bruggen",Book,https://neo4j.com/graph-databases-for-dummies/,Reading/Writing,"Database, Beginner"
Temporal Database Management by Christian S. Jensen,Book,http://people.cs.aau.dk/~csj/Thesis/,Reading/Writing,"Database, Beginner"
Defensive Database Programming by Alex Kuznetsov,Book,https://www.red-gate.com/library/defensive-database-programming,Reading/Writing,"Database, Beginner"
Neo4j Graph Database Tutorial by Satish C J,Video,https://www.youtube.com/playlist?list=PLqfPEK2RTgChcOZ6qHgSfwiBPCz2Bzdjh,Visual,"Database, Beginner"
"Readings in Database Systems, 5th Ed.",Book,http://www.redbook.io/,Reading/Writing,"Database, Beginner"
Foundations of Databases,Book,http://webdam.inria.fr/Alice/,Reading/Writing,"Database, Beginner"
Introduction to Databases,Online Course,https://www.edx.org/course/introduction-to-database-queries,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner"
Introduction to Database Queries by Aspen Olmsted,Online Course,https://www.edx.org/course/introduction-to-database-queries,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner"
Neo4j (Graph Database) Crash Course by Laith Academy,Video,https://www.youtube.com/watch?v=8jNPelugC2s,Visual,"Database, Beginner, Neo4j"
Introduction to Databases and SQL Querying by Rakesh Gopalakrishnan,Online Course,https://www.udemy.com/course/introduction-to-databases-and-sql-querying/,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner"
SQL Tutorial - Full Database Course for Beginners by Mike Dane,Video,https://www.youtube.com/watch?v=HXV3zeQKqGY,Visual,"Database, Beginner, SQL"
SQLite Tutorial,Online Course,https://www.tutorialspoint.com/sqlite/,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner, SQLite"
MySQL Notes for Professionals by Compiled from StackOverflow Documentation,Book,https://goalkicker.com/MySQLBook/,Reading/Writing,"Database, Beginner, SQL"
PostgreSQL Tutorial by Tutorials Point,Online Course,https://www.tutorialspoint.com/postgresql/,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner, PostgreSQL"
SQL Tutorial - Full Database Course for Beginners by Mike Dane,Video,https://www.youtube.com/watch?v=HXV3zeQKqGY,Visual,"Database, Beginner, SQL"
SQL at Codecademy,Online Course,https://www.codecademy.com/courses/learn-sql,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner, SQL"
SQL Tutorial by W3Schools,Online Course,https://www.w3schools.com/sql,"Visual,Auditory,Kinesthetic,Reading/Writing","Database, Beginner, SQL"
MongoDB Koans,Repository,https://github.com/chicagoruby/MongoDB_Koans,"Kinesthetic, Reading/Writing","MongoDB, Beginner"
Solidity Cheatsheet and Best practices by Manoj Ramesh,Article,https://manojpramesh.github.io/solidity-cheatsheet/,Reading/Writing,"MongoDB, Beginner"
MongoDB Tutorial by W3Schools,Online Course,https://www.w3schools.com/mongodb,"Visual,Auditory,Kinesthetic,Reading/Writing","MongoDB, Beginner"
"MongoDB Succinctly, Syncfusion",Book,https://www.syncfusion.com/resources/techportal/ebooks/mongodb,Reading/Writing,"MongoDB, Beginner"
MongoDB Cheat Sheet by codecentric,Book,https://blog.codecentric.de/files/2012/12/MongoDB-CheatSheet-v1_0.pdf,Reading/Writing,"MongoDB, Beginner"
MongoDB Notes for Professionals by Compiled from StackOverflow Documentation,Book,https://goalkicker.com/MongoDBBook/,Reading/Writing,"MongoDB, Beginner"
"Frontend First by Sam Selikoff, Ryan Toronto",Podcast,https://player.fm/series/frontend-first,Auditory,"Frontend, Beginner"
Frontend Five by CodeSchool,Online Course,https://frontendfive.codeschool.com/,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner"
Complete HTML/CSS BootCamp by FrontEnd Masters,Online Course,https://frontendmasters.com/bootcamp/,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner, HTML, CSS"
Frontend Armory: React Fundamentals by James K. Nelson,Online Course,https://frontarm.com/courses/react-fundamentals/,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner, React"
"Frontend UI Development with React by Jeff Delaney, Fireship.io",Video,https://www.youtube.com/playlist?list=PL0vfts4VzfNgUUEtEjxDVfh4iocVR3qIb,Visual,"Frontend, Beginner"
Front-End Developer Handbook 2019 by Cody Lindley,Book,https://frontendmasters.com/guides/front-end-handbook/2019/,Reading/Writing,"Frontend, Beginner"
ReactJS Frontend Web Development For Beginners by Ryan Dhungel,Online Course,https://www.udemy.com/course/react-tutorial/,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner, React"
Front End Development Libraries: Redux by freeCodeCamp,Online Course,https://www.freecodecamp.org/learn/front-end-development-libraries/redux,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner"
Front End Development Libraries Certification: Bootstrap by freeCodeCamp,Online Course,https://www.freecodecamp.org/learn/front-end-libraries/bootstrap,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner"
Front End Development Libraries Certification: jQuery by freeCodeCamp,Online Course,https://www.freecodecamp.org/learn/front-end-libraries/jquery,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner"
Front End Development Libraries Certification: React by freeCodeCamp,Online Course,https://www.freecodecamp.org/learn/front-end-libraries/react,"Visual,Auditory,Kinesthetic,Reading/Writing","Frontend, Beginner"
Book of Modern Frontend Tooling by Various,Book,https://github.com/tooling/book-of-modern-frontend-tooling,Reading/Writing,"Frontend, Beginner"
React,Online Course,https://progate.com/languages/react,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React-Bits,Repository,https://github.com/vasanthk/react-bits,Reading/Writing,"React, Beginner"
ReactCasts by Cassio Zen,Video,https://www.youtube.com/channel/UCZkjWyyLvzWeoVWEpRemrDQ,Visual,"React, Beginner"
"Reactive by Kahlil Lechelt, Raquel Vélez, Henning Glatter-Götz",Podcast,https://podcasts.apple.com/us/podcast/reactive/id1020286000,Auditory,"React, Beginner"
React Succinctly by Samer Buna,Book,https://www.syncfusion.com/ebooks/react-succinctly,Reading/Writing,"React, Beginner"
React Tutorial,Online Course,https://reactjs.org/tutorial/tutorial.html,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React Podcast by Michael Chan,Podcast,https://reactpodcast.simplecast.fm/,Auditory,"React, Beginner"
React Wednesdays by Kathryn Grayson Nanz,Online Course,https://www.telerik.com/react-wednesdays,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React Hooks by WebDevSimplified,Video,https://www.youtube.com/playlist?list=PLZlA0Gpn_vH8EtggFGERCwMY5u5hOjf-h,Visual,"React, Beginner"
React Tutorials by freeCodeCamp,Video,https://www.youtube.com/playlist?list=PLWKjhJtqVAbkArDMazoARtNz1aMwNWmvC,"Visual, Kinesthetic","React, Beginner"
ReactJS Basics by Bitfumes,Video,https://www.youtube.com/playlist?list=PLe30vg_FG4OSw8SIcLVci-jB_-W1ZkLYp,"Visual, Kinesthetic","React, Beginner"
ReactJS Tutorials by GeeksforGeeks,Online Course,https://www.geeksforgeeks.org/reactjs-tutorials,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React.js Cheatsheet by Devhints.io,Book,https://devhints.io/react,Reading/Writing,"React, Beginner"
React Tutorial,Online Course,https://react-tutorial.app/,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React Tutorial by W3Schools,Online Course,https://www.w3schools.com/react/,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React Tutorial by Scaler Topics,Online Course,https://www.scaler.com/topics/react/,"Visual,Auditory,Kinesthetic,Reading/Writing","React, Beginner"
React in patterns by Krasimir Tsonev,Book,https://krasimir.gitbooks.io/react-in-patterns/content,Reading/Writing,"React, Beginner"
React Primer Draft,Repository,https://github.com/mikechau/react-primer-draft,Reading/Writing,"React, Beginner"
React Native Express,Book,http://www.reactnativeexpress.com/,Reading/Writing,"React, Beginner"
React Native Training,Book,https://www.gitbook.com/book/unbug/react-native-training/details,Reading/Writing,"React, Beginner"
Reactive Microservices Architecture,Book,https://www.lightbend.com/ebooks/reactive-microservices-architecture-design-principles-for-distributed-systems-oreilly,Reading/Writing,"React, Beginner"
"React Native Radio by Jamon Holmgren, Robin Heinze, Mazen Chami, Jon Major",Podcast,https://www.reactnativeradio.com/episodes,Auditory,"React, Beginner"
"React Round Up by Carl Mungazi, Charles Max Wood, TJ VanToll, Paige Niedringhaus, Jack Herrington, et al.",Podcast,https://reactroundup.com/episodes,Auditory,"React, Beginner"
React Native Animation Book,Book,http://browniefed.com/react-native-animation-book/,Reading/Writing,"React, Beginner"
React Crash Course 2020 by freecodecamp,Video,https://www.youtube.com/watch?v=4UZrsTqkcW4,"Visual, Kinesthetic","React, Beginner"
ReactJS Tutorial for Beginners by Codevolution,Video,https://www.youtube.com/playlist?list=PLC3y8-rFHvwgg3vaYJgHGnModB54rxOk3,"Visual, Kinesthetic","React, Beginner"
React Native for Beginners by The Net Ninja,Video,https://www.youtube.com/playlist?list=PL4cUxeGkcC9ixPU-QkScoRBVxtPPzVjrQ,"Visual, Kinesthetic","React, Beginner"
"React Native Tutorial (2021) by Programming with Mash, MAhdi SHarifimehr",Video,https://youtube.com/playlist?list=PL8kfZyp--gEXs4YsSLtB3KqDtdOFHMjWZ,"Visual, Kinesthetic","React, Beginner"
React Tutorial for Beginners by codevolution,Video,https://www.youtube.com/playlist?list=PLC3y8-rFHvwgg3vaYJgHGnModB54rxOk3,"Visual, Kinesthetic","React, Beginner"
"React Testing Library CheatSheet by Kent C. Dodds, et al.",Book,https://testing-library.com/docs/react-testing-library/cheatsheet/,Reading/Writing,"React, Beginner"
React JS Notes for Professionals by Compiled from StackOverflow Documentation,Book,https://goalkicker.com/ReactJSBook/,Reading/Writing,"React, Beginner"
React with ASP.NET Core Tutorial,Article,https://reactjs.net/getting-started/aspnetcore.html,Reading/Writing,"React, Beginner"
React Native Notes for Professionals by Compiled from StackOverflow documentation,Book,https://goalkicker.com/ReactNativeBook,Reading/Writing,"React, Beginner"
React Context & Hooks Tutorial by The Net Ninja,Video,https://www.youtube.com/playlist?list=PL4cUxeGkcC9hNokByJilPg5g9m2APUePI,Visual,"React, Beginner"
"React Patterns for web apps by Lydia Hallie, Addy Osmani",Book,https://www.patterns.dev/book/,Reading/Writing,"React, Beginner"
React Testing Library Crash Course by The Net Ninja,Video,https://www.youtube.com/playlist?list=PL4cUxeGkcC9gm4_-5UsNmLqMosM-dzuvQ,Visual,"React, Beginner"
Flutter Tutorial by Tutorials Point,Online Course,https://www.tutorialspoint.com/flutter/,"Visual,Auditory,Kinesthetic,Reading/Writing","Flutter, Beginner"
"Flutter Tutorial by Matt Sullivan, James Williams, Mary Xia",Online Course,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,"Visual,Auditory,Kinesthetic,Reading/Writing","Flutter, Beginner"
Flutter Studio,Playground,https://flutterstudio.app/,Kinesthetic,"Flutter, Beginner"
Flutter in Action by Eric Windmill,Book,https://livebook.manning.com/book/flutter-in-action/,Reading/Writing,"Flutter, Beginner"
"Flutter Succinctly, Syncfusion",Book,https://www.syncfusion.com/succinctly-free-ebooks/flutter-ui-succinctly,Reading/Writing,"Flutter, Beginner"
Flutter Tutorials Handbook,Book,https://kodestat.gitbook.io/flutter,Reading/Writing,"Flutter, Beginner"
Flutter Crash Course by Nick Manning,Online Course,https://fluttercrashcourse.com/courses/basics/lessons/materialapp-scaffold-appbar-text,"Visual,Auditory,Kinesthetic,Reading/Writing","Flutter, Beginner"
"Flutter UI Succinctly, Syncfusion by Ed Freitas",Book,https://www.syncfusion.com/succinctly-free-ebooks/flutter-ui-succinctly,Reading/Writing,"Flutter, Beginner"
Flutter State Management Course by Vandad Nahavandipoor,Video,https://www.youtube.com/playlist?list=PL6yRaaP0WPkUf-ff1OX99DVSL1cynLHxO,"Visual, Kinesthetic","Flutter, Beginner"
Flutter Tutorial for Beginners by Mayuresh Wankhede,Online Course,https://www.udemy.com/course/learn-flutter-beginners-course,"Visual,Auditory,Kinesthetic,Reading/Writing","Flutter, Beginner"
Flutter Tutorial for Beginners by The Net Ninja,Video,https://www.youtube.com/playlist?list=PL4cUxeGkcC9jLYyp2Aoh6hcWuxFDX6PBJ,Visual,"Flutter, Beginner"
Flutter Tutorial for Beginners by Solute Labs,Online Course,https://www.solutelabs.com/blog/flutter-tutorial-for-beginners-step-by-step-guide,"Visual,Auditory,Kinesthetic,Reading/Writing","Flutter, Beginner"
Flutter & Firebase App Build by The Net Ninja,Video,https://www.youtube.com/playlist?list=PL4cUxeGkcC9j--TKIdkb3ISfRbJeJYQwC,Visual,"Flutter, Beginner"
Flutter Course for Beginners - 37 hour by freeCodeCamp.org,Video,https://www.youtube.com/watch?v=VPvVD8t02U8,"Visual, Kinesthetic","Flutter, Beginner"
Free Flutter Course by Vandad Nahavandipoor,Video,https://www.youtube.com/playlist?list=PL6yRaaP0WPkVtoeNIGqILtRAgd3h2CNpT,"Visual, Kinesthetic","Flutter, Beginner"
Free Flutter Animations Course by The Net Ninja,Video,https://youtube.com/playlist?list=PL4cUxeGkcC9gP1qg8yj-Jokef29VRCLt1,"Visual, Kinesthetic","Flutter, Beginner"
RESTful Web Services,Book,http://restfulwebapis.org/RESTful_Web_Services.pdf,Reading/Writing,"RESTful API, Beginner"
RESTful Web Services,Book,http://restfulwebapis.org/RESTful_Web_Services.pdf,Reading/Writing,"RESTful API, Beginner"
"Arrested DevOps by Bridget Kromhout, Jeff Smith, Jessica Kerr, Joe Laha, Matt Stratton, Trevor Hess",Podcast,https://www.arresteddevops.com/,Auditory,"RESTful API, Beginner"
RESTful API with Ruby On Rails 5 by Udemy,Online Course,https://www.udemy.com/course/restful-api-with-ruby-on-rails-5/,"Visual,Auditory,Kinesthetic,Reading/Writing","RESTful API, Beginner"
Pro Git Reedited by Jon Forrest,Book,https://leanpub.com/progitreedited/read,Reading/Writing,"Git, Github, Beginner"
Django Rest Framework by Compiled from StackOverflow Documentation,Book,https://riptutorial.com/Download/django-rest-framework.pdf,Reading/Writing,"Django, Beginner"
Django RESTful Web Services by Gaston C. Hillar,Book,https://www.packtpub.com/free-ebooks/django-restful-web-services,Reading/Writing,"Django, Beginner"
Programming OpenResty,Book,https://www.gitbook.com/book/openresty/programming-openresty/details,Reading/Writing,"Django, Beginner"
Building REST APIs with Rails by Abraham Kuri Vargas,Book,https://www.softcover.io/read/06acc071/api_on_rails,Reading/Writing,"Django, Beginner"
Building a RESTful API with Node.js by Academind,Video,https://www.youtube.com/playlist?list=PL55RiY5tL51q4D-B63KBnygU6opNPFk_q,"Visual, Kinesthetic","Django, Beginner"
Django Filters,Book,https://django-filter.readthedocs.io/en/stable/,Reading/Writing,"Django, Beginner"
Django Storages,Book,https://django-storages.readthedocs.io/en/latest/,Reading/Writing,"Django, Beginner"
Django Tinymce,Book,https://django-tinymce.readthedocs.io/en/latest/,Reading/Writing,"Django, Beginner"
Django Wednesdays by Codemy.com,Video,https://www.youtube.com/playlist?list=PLCC34OHNcOtqW9BJmgQPPzUpJ8hl49AGy,Visual,"Django, Beginner"
Django Tutorials by Corey Schafer,Video,https://www.youtube.com/playlist?list=PL-osiE80TeTtoQCKZ03TU5fNfx2UY6U4p,Visual,"Django, Beginner"
Django Girls Tutorial,Online Course,https://tutorial.djangogirls.org/en/,"Visual,Auditory,Kinesthetic,Reading/Writing","Django, Beginner"
Django Official Documentation,Book,https://media.readthedocs.org/pdf/django/1.5.x/django.pdf,Reading/Writing,"Django, Beginner"
Django Rest Framework by Compiled from StackOverflow Documentation,Book,https://riptutorial.com/Download/django-rest-framework.pdf,Reading/Writing,"Django, Beginner"
Django for Everybody by Charles R. Severence,Online Course,https://www.dj4e.com/,"Visual,Auditory,Kinesthetic,Reading/Writing","Django, Beginner"
Django Quick Reference by Code with Harry,Article,https://www.codewithharry.com/blogpost/django-cheatsheet/,"Reading/Writing, Kinesthetic","Django, Beginner"
Django RESTful Web Services by Gaston C. Hillar,Book,https://www.packtpub.com/free-ebooks/django-restful-web-services,Reading/Writing,"Django, Beginner"
Django Web Framework (Python) by MDN contributors,Article,https://developer.mozilla.org/en-US/docs/Learn/Server-side/Django,Reading/Writing,"Django, Beginner"
Django Tutorial for Beginners by Navin Reddy,Video,https://www.youtube.com/playlist?list=PLsyeobzWxl7r2ukVgTqIQcl-1T0C2mzau,Visual,"Django, Beginner"
Django tutorial for Beginners by ProgrammingWithHarry,Video,https://www.youtube.com/playlist?list=PLK8cqdr55Tsv-D2HMdrnD32oOVBNvmxjr,Visual,"Django, Beginner"
Django Tutorials for Beginners by Programming With Harry,Video,https://www.youtube.com/playlist?list=PLK8cqdr55Tsv-D2HMdrnD32oOVBNvmxjr,Visual,"Django, Beginner"
Django Web App Beginners Cheat sheet by Jaysha,Article,https://ordinarycoders.com/blog/article/django-beginners-guide,Reading/Writing,"Django, Beginner"
Django 3.0 Crash Course Tutorials | Customer Management App by Dennis Ivy,Video,https://www.youtube.com/playlist?list=PL-51WBLyFTg2vW-_6XBoUpE7vpmoR3ztO,Visual,"Django, Beginner"
"Try Django Tutorial by Justin Mitchel, CodingEntrepreneurs",Video,https://www.youtube.com/playlist?list=PLEsfXFp6DpzRgedo9IzmcpXYoSeDg29Tx,Visual,"Django, Beginner"
Djen of Django,Book,http://agiliq.com/books/djenofdjango/,Reading/Writing,"Django, Beginner"
Python Django Tutorial 2021 by Dennis Ivy,Video,https://www.youtube.com/playlist?list=PL-51WBLyFTg1pUMaTJ4WSgnyvWfLGmwDm,Visual,"Python, Django, Beginner"
Diving into Django by Jeff Hui,Online Course,https://code.tutsplus.com/articles/diving-into-django--net-2969,"Reading/Writing, Kinesthetic","Django, Beginner"
(Python + Django) Cheatsheet by Eric The Coder,Book,https://dev.to/ericchapman/my-beloved-django-cheat-sheet-2056,Reading/Writing,"Python, Django, Beginner"
Python Django Tutorial 2018 for Beginners by Clever Programmer,Video,https://www.youtube.com/playlist?list=PL-J2q3Ga50oOpni_xS2PPUe4mf9lM96dD,Visual,"Python, Django, Beginner"
"Try Django 3.2 - Python Web Development Tutorial Series by Justin Mitchel, CodingEntrepreneurs",Video,https://www.youtube.com/playlist?list=PLEsfXFp6DpzRMby_cSoWTFw8zaMdTEXgL,Visual,"Python, Django, Beginner"
How to Tango With Django,Book,http://www.tangowithdjango.com/book17/,Reading/Writing,"Django, Beginner"
Game Programming Patterns,Book,http://gameprogrammingpatterns.com/contents.html,Reading/Writing,"Game Development, Beginner"
Game AI Pro by Steve Rabin,Book,https://www.gameaipro.com/,Reading/Writing,"Game Development, Beginner"
GameMaker Studio 2 by HeartBeast,Video,https://www.youtube.com/playlist?list=PL9FzW-m48fn1CFiBHB1liGKIyVO9j3A-I,Visual,"Game Development, Beginner"
Game Creation with XNA by Wikibooks,Book,https://en.wikibooks.org/wiki/Game_Creation_with_XNA,Reading/Writing,"Game Development, Beginner"
"Game Design with AGS by Dave Ensminger, A. G. Madi",Book,https://ensadi.github.io/AGSBook/,Reading/Writing,"Game Development, Beginner"
Codingame,Game,https://www.codingame.com/start,Kinesthetic,"Programming Games, Beginner"
GameMaker Studio 2 - Action RPG Tutorial by Shaun Spalding,Video,https://www.youtube.com/playlist?list=PLPRT_JORnIuosvhfax2TQTEmN7OYTcSvK,Visual,"Game Development, Beginner"
Game Design and Development 1: 2D Shooter (Unity) by Brian Winn,Online Course,https://coursera.org/share/20c8b45e02110782aff633467f979c81,"Visual,Auditory,Kinesthetic,Reading/Writing","Unity,Game Development, Beginner"
MonoGame Succinctly by Jim Perry,Book,https://www.syncfusion.com/ebooks/monogame_succinctly,Reading/Writing,"Game Development, Beginner"
Pygame (Python Game Development) by thenewboston,Video,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGAjkwJocj7vlc_mFU-4wXJq,Visual,"Python,Game Development, Beginner"
3D Game Shaders For Beginners by David Lettier,Repository,https://github.com/lettier/3d-game-shaders-for-beginners,"Reading/Writing, Kinesthetic","3D Games Development, Beginner"
MonoGame Role-Playing Game Development Succinctly by Jim Perry and Charles Humphrey,Book,https://www.syncfusion.com/succinctly-free-ebooks/monogame-role-playing-game-development-succinctly,Reading/Writing,"Game Development, Beginner"
2D Game Development: From Zero To Hero by Daniele Penazzo,Repository,https://github.com/Penaz91/2DGD_F0TH,"Reading/Writing, Kinesthetic","2D Games Development, Beginner"
Developing Games With Ruby by Tomas Varaneckas,Book,https://leanpub.com/developing-games-with-ruby/read,Reading/Writing,"Game Development, Beginner"
The Python Game Book by Horst Jens,Book,https://web.archive.org/web/20210308080726/https://thepythongamebook.com/en%3Astart,Reading/Writing,"Python, Game Development, Beginner"
Platform Game Development w/ Construct 2 by thenewboston,Video,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGAp287UuTE0-K7Ty-b8rGAX,Visual,"Game Development, Beginner"
CS50 2019 - Games Track by David J. Malan,Video,https://www.youtube.com/playlist?list=PLhQjrBD2T382mHvZB-hSYWvoLzYQzT_Pb,Visual,"Game Development, Beginner"
Overthewire Wargames fungame to practice CTF,Game,https://overthewire.org/wargames/bandit,Kinesthetic,"Game Development, Beginner"
The Booty5 HTML5 Game Maker Manual,Book,http://booty5.com/booty5-free-html-game-maker-e-book-manual/,Reading/Writing,"Game Development, Beginner"
SDL::Manual Writing Games in Perl,Repository,https://github.com/PerlGameDev/SDL_Manual,Reading/Writing,"Game Development, Beginner"
Godot 3 2D Platform Game by HeartBeast,Video,https://www.youtube.com/playlist?list=PL9FzW-m48fn2jlBu_0DRh7PvAt-GULEmd,Visual,"Game Development, Beginner"
Program Arcade Games With Python And Pygame,Book,http://programarcadegames.com/,Reading/Writing,"Game Development, Beginner"
TheNewBoston - Pygame (Python Game Development) Playlist by Bucky Roberts,Video,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGAjkwJocj7vlc_mFU-4wXJq,Visual,"Python, Game Development, Beginner"
Code Your First Game: Arcade Classic in JavaScript on Canvas by Chris DeLeon,Online Course,https://www.udemy.com/code-your-first-game/,"Visual,Auditory,Kinesthetic,Reading/Writing","JavaScript, Game Development, Beginner"
Level up your code with game programming patterns by Unity,Book,https://resources.unity.com/games/level-up-your-code-with-game-programming-patterns,Reading/Writing,"Unity,Game Development, Beginner"
Unity Beginner Fundamentals by Pluralsight Company,Online Course,https://learn.unity.com/course/unity-beginner-fundamentals,"Visual,Auditory,Kinesthetic,Reading/Writing","Unity,Game Development, Beginner"
Unity Beginner Tutorials,Video,https://www.youtube.com/playlist?list=PLPV2KyIb3jR5QFsefuO2RlAgWEz6EvVi6,Visual,"Unity,Game Development, Beginner"
Unity User Manual,Book,https://docs.unity3d.com/Manual/,Reading/Writing,"Unity,Game Development, Beginner"
Unit Testing Succinctly by Marc Clifton,Book,https://www.syncfusion.com/succinctly-free-ebooks/unittesting,Reading/Writing,"Unit Testing, Beginner"
"Beginning C# with Unity by Brian Douglas Moakley, VegetarianZombie",Video,https://www.youtube.com/playlist?list=PLFgjYYTq6xyhtVK6VzLiFe3pmBu-XSNlX,Visual,"Unity,Game Development, Beginner"
Unit Testing in iOS by CodeWithChris,Video,https://www.youtube.com/playlist?list=PLMRqhzcHGw1ZLLvLwuW8AP3n-A3nsRn9P,Visual,"Unit Testing, Beginner"
Unit 1: Kotlin Basics,Online Course,https://developer.android.com/courses/android-basics-kotlin/unit-1,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development ,Kotlin, Beginner"
Unit Testing Best Practices in AngularJS by Andy Shora,Article,http://andyshora.com/unit-testing-best-practices-angularjs.html,Reading/Writing,"Unit Testing, Beginner"
The complete Android Application Development Course - Work Great in 2020 by Android Developer,Video,https://www.youtube.com/playlist?list=PLknSwrodgQ72X4sKpzf5vT8kY80HKcUSe,"Visual, Kinesthetic","Android Development, Beginner"
"Android Developers Backstage by Chet Haase, Tor Norbye, Romain Guy, Nick Butcher, et al. Android Developers team",Podcast,http://androidbackstage.blogspot.com/,Auditory,"Android Development, Beginner"
Android Basics: Networking,Online Course,https://www.udacity.com/course/android-basics-networking--ud843,"Visual,Auditory,Kinesthetic,Reading/Writing","Android Development, Beginner"
Android with kotlin by Smartherd,Video,https://youtube.com/playlist?list=PLlxmoA0rQ-Lw5k_QCqVl3rsoJOnb_00UV,Visual,"Android Development ,Kotlin, Beginner"
